user_variable,user_description,matched_text,uid,relevance_score,llm_alignment,match
age_at_mch_entmass_rbc,age at measurement of mch_entmass_rbc (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.19042274,"['Existing Variables:', '1. AGE AT MEASUREMENT - This variable captures the age of the individual at the time of measurement, which is relevant for understanding the impact of age on various biological factors.', '2. UNITS - MCHC - This variable specifies the units for Mean Corpuscular Hemoglobin Concentration (MCHC), which is a measure of the concentration of hemoglobin in a given volume of packed red blood cells.', '3. AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25) - This variable calculates the age at measurement based on specific data points in the dataset and converts it to years.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of mch_entmass_rbc (years)"" with the selected existing variable ""AGE AT MEASUREMENT,"" ensure that the age recorded for the measurement of MCH entmass RBC is consistent with the age at measurement captured in the dataset. This will help in harmonizing the new variable with the existing variable and maintain consistency in the dataset.']",
age_at_mch_entmass_rbc,age at measurement of mch_entmass_rbc (years) (HARMONIZED),UNITS - MCHC,243063,0.1261379,,
age_at_mch_entmass_rbc,age at measurement of mch_entmass_rbc (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.086632065,,
age_at_mchc_mcnc_rbc,age at measurement of mchc_mcnc_rbc (years) (HARMONIZED),UNITS - MCHC,243063,0.22236222,"['Existing Variables:', '1. UNITS - MCHC', '   - The existing variable ""UNITS"" may be relevant as it could provide information on the units used to measure MCHC (Mean Corpuscular Hemoglobin Concentration).', '', '2. AGE AT MEASUREMENT ((MBCA2-DSRA4)/365.25)', '   - The existing variable ""AGE AT MEASUREMENT"" could be important as it indicates the age at which the measurement was taken, which could be relevant when harmonizing the new variable related to age at measurement of MCHC.', '', '3. MCHC', '   - The existing variable ""MCHC"" is directly related to the new variable, as both involve the measurement of Mean Corpuscular Hemoglobin Concentration.', '', 'SELECTED: MCHC', 'ALIGNMENT: To align the new variable ""age at measurement of mchc_mcnc_rbc (years)"" with the existing variable ""MCHC,"" ensure that the age at measurement is recorded in years and that the measurement is specifically related to MCHC levels in red blood cells. Consistency in data collection methods and units will help harmonize the new variable with the existing variable ""MCHC.""']",
age_at_mchc_mcnc_rbc,age at measurement of mchc_mcnc_rbc (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.15752527,,
age_at_mchc_mcnc_rbc,age at measurement of mchc_mcnc_rbc (years) (HARMONIZED),MCHC,142506,0.12527926,,
age_at_mcv_entvol_rbc,age at measurement of mcv_entvol_rbc (years) (HARMONIZED),MCV,142587,0.16559312,"['Existing Variables:', '1. MCV - Mean Cell Volume (MCV) is a measure of the average volume of a red blood cell. It is an important parameter in the evaluation of anemia and other blood disorders.', '2. AGE AT MEASUREMENT ((MBCA2-DSRA4)/365.25) - This variable represents the age at which the measurement was taken, which is crucial for understanding the context of any biological parameter.', '3. MEAN CELL VOLUME (MCV) - This existing variable is the same as the new variable, which is ""age at measurement of mcv_entvol_rbc (years) (HARMONIZED).""', '', 'SELECTED: MCV', 'ALIGNMENT: To align the new variable ""age at measurement of mcv_entvol_rbc (years) (HARMONIZED)"" with the existing variable MCV, ensure that the age at which the mean cell volume measurement was taken is accurately recorded in years. This alignment will help maintain consistency and facilitate data analysis across different variables in the repository.']",
age_at_mcv_entvol_rbc,age at measurement of mcv_entvol_rbc (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.104660206,,
age_at_mcv_entvol_rbc,age at measurement of mcv_entvol_rbc (years) (HARMONIZED),MEAN CELL VOLUME (MCV),143075,0.07793769,,
age_at_monocyte_ncnc_bld,age at measurement of monocyte_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.23144047,"['Existing Variables:', '1. AGE AT MEASUREMENT - This variable represents the age at which a particular measurement was taken. It is a common demographic variable used in many studies to account for age-related differences.', '2. AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25) - This variable seems to be a calculated age at measurement, possibly adjusted for specific study parameters. It may provide a more precise age value for analysis.', '3. CD34P_AC133P_B1 PERIPHERAL BLOOD MEASURE AT BASELINE - This variable represents a specific measurement related to peripheral blood at baseline, which could be relevant depending on the nature of the new variable.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of monocyte_ncnc_bld (years)"" with the selected existing variable ""AGE AT MEASUREMENT,"" ensure that the age values are recorded consistently in years. If the new variable provides age in a different unit, convert it to years for harmonization. Additionally, consider any adjustments or calculations needed to match the format of the existing variable for accurate analysis and comparison.']",
age_at_monocyte_ncnc_bld,age at measurement of monocyte_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.1328517,,
age_at_monocyte_ncnc_bld,age at measurement of monocyte_ncnc_bld (years) (HARMONIZED),CD34P_AC133P_B1 PERIPHERAL BLOOD MEASURE AT BASELINE,44029,0.041230027,,
age_at_neutrophil_ncnc_bld,age at measurement of neutrophil_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.13788034,"['Existing Variables:', '1. AGE AT MEASUREMENT - This variable represents the age at which a particular measurement was taken. It is a fundamental demographic variable that can provide context to other biological measurements.', ""2. ABSOLUTE NEUTROPHIL COUNT (ANC) - ANC is a measure of the number of neutrophils in the blood, which is an important component of the immune system. It is a quantitative measure that can indicate the body's response to infection or inflammation."", '3. II_3B ABSOLUTE NEUTROPHIL COUNT (ANC) - This variable likely represents a specific type of absolute neutrophil count measurement, possibly from a different study or source.', '', 'SELECTED: ABSOLUTE NEUTROPHIL COUNT (ANC)', 'ALIGNMENT: To align the new variable ""age at measurement of neutrophil_ncnc_bld (years)"" with the selected existing variable ""ABSOLUTE NEUTROPHIL COUNT (ANC)"", you should ensure that the age at measurement corresponds to the time at which the ANC measurement was taken. This alignment will help in harmonizing the new variable with the existing variable by providing a clear link between the age of the individual and their neutrophil count in the blood.']",
age_at_neutrophil_ncnc_bld,age at measurement of neutrophil_ncnc_bld (years) (HARMONIZED),ABSOLUTE NEUTROPHIL COUNT (ANC),12042,0.0921962,,
age_at_neutrophil_ncnc_bld,age at measurement of neutrophil_ncnc_bld (years) (HARMONIZED),II_3B ABSOLUTE NEUTROPHIL COUNT (ANC),121311,0.08093671,,
age_at_platelet_ncnc_bld,age at measurement of platelet_ncnc_bld (years) (HARMONIZED),DAYS TO DATE OF PLATELETS MEASUREMENT,66303,0.29421496,"['1. DAYS TO DATE OF PLATELETS MEASUREMENT - This variable measures the number of days between the date of platelets measurement and another reference date. It may not directly align with the new variable as it focuses on the timing aspect rather than the age aspect.', '', '2. AGE (YRS) RECVD A TRANSFUSION OF PLATELE - This variable captures the age at which an individual received a platelet transfusion. While it involves platelets, it is specific to transfusions and may not be the best fit for harmonizing the new variable related to age at measurement of platelet.', '', '3. AGE AT MEASUREMENT - This variable records the age of an individual at the time of measurement. It is more closely related to the new variable in terms of capturing age information.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of platelet_ncnc_bld (years)"" with the existing variable ""AGE AT MEASUREMENT,"" ensure that the age information for platelet measurement is recorded accurately at the time of measurement. This will help maintain consistency and harmonization with the existing variable capturing age at measurement.']",
age_at_platelet_ncnc_bld,age at measurement of platelet_ncnc_bld (years) (HARMONIZED),AGE (YRS) RECVD A TRANSFUSION OF PLATELE,16419,0.28866935,,
age_at_platelet_ncnc_bld,age at measurement of platelet_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.17981844,,
age_at_pmv_entvol_bld,age at measurement of pmv_entvol_bld (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.19961987,"['Existing Variables:', '1. AGE AT MEASUREMENT - This variable represents the age at which the measurement was taken. It is a common demographic variable used in many studies to account for age-related differences in biological processes.', '2. AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25) - This variable is a calculated age at measurement based on a formula that converts days to years. It is likely used for standardizing age measurements across different studies or datasets.', '3. YEAR OF MEASUREMENT - This variable represents the calendar year in which the measurement was taken. It is important for tracking temporal trends and accounting for potential changes over time.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of pmv_entvol_bld (years) (HARMONIZED)"" with the selected existing variable ""AGE AT MEASUREMENT,"" you should ensure that the age values are recorded consistently in years for all individuals in the dataset. If the new variable is in a different format (e.g., days), you may need to convert it to years using a similar formula as the second existing variable provided. Additionally, make sure to document any transformations or calculations made to harmonize the data.']",
age_at_pmv_entvol_bld,age at measurement of pmv_entvol_bld (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.12940273,,
age_at_pmv_entvol_bld,age at measurement of pmv_entvol_bld (years) (HARMONIZED),YEAR OF MEASUREMENT,258930,0.034880888,,
age_at_rbc_ncnc_bld,age at measurement of rbc_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.23335676,"['Existing Variables:', '1. AGE AT MEASUREMENT - This variable represents the age of the individual at the time of measurement. It is a common demographic variable used in various studies to understand the impact of age on different health outcomes.', ""2. AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25) - This variable seems to be a calculated age at measurement, possibly adjusted for specific study parameters. It may provide a more accurate representation of the individual's age at the time of measurement."", '3. RE91: B3A. AGE OF RBC PRODUCT - This variable represents the age of the red blood cell product. While not directly related to the age of the individual at the time of measurement, it could potentially provide insights into the quality of the blood sample.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of rbc_ncnc_bld (years)"" with the selected existing variable ""AGE AT MEASUREMENT,"" ensure that the measurement of the age of the red blood cell sample is consistent with the age of the individual at the time of measurement. This alignment will help maintain the integrity and accuracy of the data in the repository.']",
age_at_rbc_ncnc_bld,age at measurement of rbc_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.10248422,,
age_at_rbc_ncnc_bld,age at measurement of rbc_ncnc_bld (years) (HARMONIZED),RE91: B3A. AGE OF RBC PRODUCT,196115,0.06064055,,
age_at_rdw_ratio_rbc,age at measurement of rdw_ratio_rbc (years) (HARMONIZED),RDW (%),195309,0.20625381,"['Existing Variables:', '1. RDW (%) - Red Cell Distribution Width (RDW) is a measure of the variation in the size of red blood cells. It is often used as a marker of anemia and other blood disorders.', '2. AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25) - This variable represents the age at which the measurement was taken, converted from days to years for easier interpretation.', '3. RED CELL DISTRIBUTION WIDTH (RDW) (%) - This variable specifically refers to the Red Cell Distribution Width, which is a measure of the variation in red blood cell size.', '', 'SELECTED: RDW (%)', 'ALIGNMENT: To align the new variable ""age at measurement of rdw_ratio_rbc (years)"" with the existing variable RDW (%), you should ensure that the age at which the measurement was taken is accurately recorded in years. Additionally, the ratio of RDW to red blood cell count should be calculated and included in the variable to harmonize it with the existing RDW (%) variable. This will help maintain consistency and compatibility within the data repository.']",
age_at_rdw_ratio_rbc,age at measurement of rdw_ratio_rbc (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.09170696,,
age_at_rdw_ratio_rbc,age at measurement of rdw_ratio_rbc (years) (HARMONIZED),RED CELL DISTRIBUTION WIDTH (RDW) (%),199505,0.05997644,,
age_at_total_cholesterol,age at measurement of total_cholesterol (years) (HARMONIZED),TOTAL CHOLESTEROL 6 YEARS,236863,0.5590192,"['Existing Variables:', '1. TOTAL CHOLESTEROL 6 YEARS - This variable represents the total cholesterol level measured at 6 years.', '2. TOTAL CHOLESTEROL (MG/DL) AT YEAR 1 - This variable represents the total cholesterol level measured at year 1 in milligrams per deciliter.', '3. TOTAL CHOLESTEROL 2 YEARS - This variable represents the total cholesterol level measured at 2 years.', '', 'SELECTED: TOTAL CHOLESTEROL (MG/DL) AT YEAR 1', 'ALIGNMENT: To align the new variable ""age at measurement of total_cholesterol (years)"" with the selected existing variable ""TOTAL CHOLESTEROL (MG/DL) AT YEAR 1"", you should ensure that the measurement of total cholesterol is in milligrams per deciliter and corresponds to the measurement taken at year 1. This alignment will help maintain consistency and compatibility with the existing data in the repository.']",
age_at_total_cholesterol,age at measurement of total_cholesterol (years) (HARMONIZED),TOTAL CHOLESTEROL (MG/DL) AT YEAR 1,236845,0.5074343,,
age_at_total_cholesterol,age at measurement of total_cholesterol (years) (HARMONIZED),TOTAL CHOLESTEROL 2 YEARS,236861,0.40309682,,
age_at_triglycerides,age at measurement of triglycerides (HARMONIZED),AGE AT LIPID DETERMINATION,16674,0.2007143,"['Existing Variables:', '1. AGE AT LIPID DETERMINATION - This variable represents the age at which lipid levels were determined in the individual.', '2. AGE AT MEASUREMENT - This variable represents the age at which a particular measurement was taken.', '3. FASTING TRIGLYCERIDES (MG/DL) - This variable represents the level of triglycerides in the blood after a period of fasting, measured in milligrams per deciliter.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of triglycerides"" with the existing variable ""AGE AT MEASUREMENT,"" ensure that the age recorded for the measurement of triglycerides matches the age at which the measurement was taken. This will help maintain consistency in the dataset and make it easier to analyze relationships between age and triglyceride levels.']",
age_at_triglycerides,age at measurement of triglycerides (HARMONIZED),AGE AT MEASUREMENT,16680,0.13986565,,
age_at_triglycerides,age at measurement of triglycerides (HARMONIZED),FASTING TRIGLYCERIDES (MG/DL),92884,0.013480103,,
age_at_wbc_ncnc_bld,age at measurement of wbc_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.20577459,"['Existing Variables:', '1. AGE AT MEASUREMENT - This variable captures the age of the individual at the time of measurement, which is relevant for understanding the relationship between age and various biological factors.', '2. DATE OF WBC (DATE TO DAYS) - This variable provides the date of white blood cell measurement in days, which may be important for tracking temporal trends in biological variables.', '3. AGE AT MEASUREMENT ((MBCA2-DSRA4)/365.25) - This variable calculates the age at measurement based on specific study parameters, taking into account different variables for accurate age determination.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of WBC_ncnc_bld (years)"" with the selected existing variable ""AGE AT MEASUREMENT,"" ensure that the age recorded for the white blood cell measurement is in years. If the age is recorded in a different unit (e.g., months or days), convert it to years for consistency with the existing variable. Additionally, consider any study-specific adjustments or calculations needed to accurately determine the age at measurement in years.']",
age_at_wbc_ncnc_bld,age at measurement of wbc_ncnc_bld (years) (HARMONIZED),DATE OF WBC (DATE TO DAYS),61848,0.10932483,,
age_at_wbc_ncnc_bld,age at measurement of wbc_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.0946777,,
basophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of basophils in the blood (bld). (thousands / microliter) (HARMONIZED)","WHITE BLOOD COUNT, THOUSANDS PER MICROLITER",256039,0.5681163,"['Existing Variables:', '1. WHITE BLOOD CELL COUNT (X10/L) - This variable measures the total number of white blood cells per liter of blood, which is similar to the new variable that measures the count of basophils in thousands per microliter.', '2. WHITE BLOOD CELL COUNT - This variable also measures the total number of white blood cells, but the unit is not specified. It is relevant as it provides a general understanding of white blood cell counts.', '3. WHITE BLOOD COUNT, THOUSANDS PER MICROLITER - This variable specifically measures the white blood cell count in thousands per microliter, which aligns closely with the new variable that measures basophils count in the same unit.', '', 'SELECTED: WHITE BLOOD COUNT, THOUSANDS PER MICROLITER', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the measurement unit is consistent (thousands per microliter) and specify that it pertains to basophils in the blood. This will harmonize the new variable with the existing variable for white blood cell count.']",
basophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of basophils in the blood (bld). (thousands / microliter) (HARMONIZED)",WHITE BLOOD CELL COUNT (X10/L),256004,0.18300885,,
basophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of basophils in the blood (bld). (thousands / microliter) (HARMONIZED)",WHITE BLOOD CELL COUNT,255992,0.14928317,,
eosinophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of eosinophils in the blood (bld). (thousands / microliter) (HARMONIZED)",EOSINOPHIL COUNT (X10^3/UL),82891,0.59819484,"['Existing Variables:', '1. CBC WITH DIFFERENTIAL CELL COUNT: EOSINOPHILS (ABSOLUTE COUNT) (0-9999/UL) - This existing variable provides information on the absolute count of eosinophils in the blood, which is similar to the new variable that also involves counting eosinophils in microliters.', '2. TOTAL EOSINOPHIL COUNT, CELLS/MICROLITER - This existing variable also measures the eosinophil count in microliters, aligning closely with the new variable.', '3. EOSINOPHIL COUNT (X10^3/UL) - This existing variable measures eosinophil count in microliters, albeit in a slightly different format.', '', 'SELECTED: CBC WITH DIFFERENTIAL CELL COUNT: EOSINOPHILS (ABSOLUTE COUNT) (0-9999/UL)', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the counting method and units used for measuring eosinophils in microliters are consistent. Additionally, consider any conversion factors necessary to harmonize the data accurately.']",
eosinophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of eosinophils in the blood (bld). (thousands / microliter) (HARMONIZED)",CBC WITH DIFFERENTIAL CELL COUNT: EOSINOPHILS (ABSOLUTE COUNT) (0-9999/UL),43565,0.5467079,,
eosinophil_ncnc_bld,"Count by volume, or number concentration (ncnc), of eosinophils in the blood (bld). (thousands / microliter) (HARMONIZED)","TOTAL EOSINOPHIL COUNT, CELLS/MICROLITER",237142,0.26038945,,
hdl,Hdl cholesterol (mg/dl) (HARMONIZED),HDL-CHOLESTEROL (MG/DL),108809,0.65301627,"['Existing Variables:', '1. HDL-CHOLESTEROL (MG/DL) - This variable represents the measurement of high-density lipoprotein (HDL) cholesterol in milligrams per deciliter. It is a crucial indicator of cardiovascular health.', '2. HDL-C CHOLESTEROL (MG/DL) - This variable also measures high-density lipoprotein (HDL) cholesterol in milligrams per deciliter, providing similar information to the first existing variable.', '3. TOTAL HDL CHOLESTEROL (MG/DL) - This variable likely combines the measurement of different types of HDL cholesterol to provide a total value in milligrams per deciliter.', '', 'SELECTED: HDL-CHOLESTEROL (MG/DL)', 'ALIGNMENT: To align the new variable ""Hdl cholesterol (mg/dl) (HARMONIZED)"" with the selected existing variable ""HDL-CHOLESTEROL (MG/DL),"" ensure that the measurement units are consistent (milligrams per deciliter) and that the method of measurement and sample population are similar. It is important to follow standardized protocols for measuring HDL cholesterol to ensure accurate harmonization with existing data.']",
hdl,Hdl cholesterol (mg/dl) (HARMONIZED),HDL-C CHOLESTEROL (MG/DL),108807,0.6237207,,
hdl,Hdl cholesterol (mg/dl) (HARMONIZED),TOTAL HDL CHOLESTEROL (MG/DL),237299,0.5718264,,
hematocrit_vfr_bld,"Measurement of hematocrit, the fraction of volume (vfr) of blood (bld) that is composed of red blood cells. (percentage) (HARMONIZED)",HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD),110470,0.9404625,"['Existing Variables:', '1. HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD) - This variable represents the percentage of red blood cells in whole blood, which is a crucial measure of blood composition.', '2. BLOOD ANALYSIS: HEMATOCRIT - This variable likely includes detailed information about the hematocrit levels obtained from blood analysis, providing additional context to the measurement.', '3. HEMATOCRIT (HCT) (%) - This variable is another representation of hematocrit percentage, potentially offering different sources or methods of measurement.', '', 'SELECTED: HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD)', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the measurement method and units used for calculating the fraction of volume of blood composed of red blood cells are consistent with the existing variable. Additionally, consider any specific guidelines or protocols related to hematocrit measurements to maintain harmonization with the repository data.']",
hematocrit_vfr_bld,"Measurement of hematocrit, the fraction of volume (vfr) of blood (bld) that is composed of red blood cells. (percentage) (HARMONIZED)",BLOOD ANALYSIS: HEMATOCRIT,34250,0.9206471,,
hematocrit_vfr_bld,"Measurement of hematocrit, the fraction of volume (vfr) of blood (bld) that is composed of red blood cells. (percentage) (HARMONIZED)",HEMATOCRIT (HCT) (%),110482,0.90397453,,
hemoglobin_mcnc_bld,"Measurement of mass per volume, or mass concentration (mcnc), of hemoglobin in the blood (bld). (g / dL = grams per deciliter) (HARMONIZED)","MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL)",143100,0.9418684,"['Existing Variables:', '1. MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL) - This variable represents the average concentration of hemoglobin in a given volume of packed red blood cells. It is measured in grams per deciliter (g/dL).', '2. MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION (MCHC) (G/DL) - Similar to the first variable, this represents the mean concentration of hemoglobin in a specific volume of red blood cells.', '3. MEAN CELLULAR HEMOGLOBIN CONCENTRATION(GM/DL) - This variable also measures the concentration of hemoglobin in red blood cells, but in grams per deciliter.', '', 'SELECTED: MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL)', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the measurement of mass per volume of hemoglobin in the blood is calculated in grams per deciliter (g/dL) as well. This will harmonize the new variable with the existing variable representing the mean corpuscular hemoglobin concentration.']",
hemoglobin_mcnc_bld,"Measurement of mass per volume, or mass concentration (mcnc), of hemoglobin in the blood (bld). (g / dL = grams per deciliter) (HARMONIZED)",MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION (MCHC) (G/DL),143098,0.81626,,
hemoglobin_mcnc_bld,"Measurement of mass per volume, or mass concentration (mcnc), of hemoglobin in the blood (bld). (g / dL = grams per deciliter) (HARMONIZED)",MEAN CELLULAR HEMOGLOBIN CONCENTRATION(GM/DL),143077,0.755637,,
ldl,Ldl cholesterol (mg/dl) (HARMONIZED),LDL CHOLESTEROL CALCULATED (MG/DL),131935,0.91165274,"['Existing Variables:', '1. LDL CHOLESTEROL CALCULATED (MG/DL) - This variable represents the calculated value of LDL cholesterol in milligrams per deciliter (mg/dL).', '2. LDL CHOLESTEROL (MG/DL) - This variable represents the direct measurement of LDL cholesterol in milligrams per deciliter (mg/dL).', '3. LDL-CHOLESTEROL (MG/DL) - This variable also represents the measurement of LDL cholesterol in milligrams per deciliter (mg/dL).', '', 'SELECTED: LDL CHOLESTEROL (MG/DL)', 'ALIGNMENT: To align the new variable ""Ldl cholesterol (mg/dl) (HARMONIZED)"" with the selected existing variable ""LDL CHOLESTEROL (MG/DL)"", ensure that the measurement units are consistent (mg/dL) and that the method of measurement is similar to ensure harmonization. Additionally, consider any potential differences in calculation methods if applicable.']",
ldl,Ldl cholesterol (mg/dl) (HARMONIZED),LDL CHOLESTEROL (MG/DL),131927,0.9092645,,
ldl,Ldl cholesterol (mg/dl) (HARMONIZED),LDL-CHOLESTEROL (MG/DL),131974,0.8929365,,
lymphocyte_ncnc_bld,"Count by volume, or number concentration (ncnc), of lymphocytes in the blood (bld). (thousands / microliter) (HARMONIZED)",LYMPHOCYTE COUNT (X10^3/UL),140055,0.12474515,"['Existing Variables:', '1. LYMPHOCYTE COUNT - This variable represents the count of lymphocytes in the blood.', '2. LYMPHOCYTE COUNT - This variable also represents the count of lymphocytes in the blood.', '3. LYMPHOCYTE COUNT (X10E9) - This variable represents the count of lymphocytes in the blood in units of billions.', '', 'SELECTED: LYMPHOCYTE COUNT', 'ALIGNMENT: To align the new variable ""Count by volume, or number concentration (ncnc), of lymphocytes in the blood (bld). (thousands / microliter)"" with the existing variable ""LYMPHOCYTE COUNT"", you should ensure that the units are consistent. Convert the new variable to represent the count of lymphocytes in the blood in the same units as the existing variable, which is typically in thousands per microliter. This will harmonize the new variable with the existing variable for easier comparison and analysis.']",
lymphocyte_ncnc_bld,"Count by volume, or number concentration (ncnc), of lymphocytes in the blood (bld). (thousands / microliter) (HARMONIZED)",LYMPHOCYTE COUNT,140052,0.10266401,,
lymphocyte_ncnc_bld,"Count by volume, or number concentration (ncnc), of lymphocytes in the blood (bld). (thousands / microliter) (HARMONIZED)",LYMPHOCYTE COUNT (X10E9),140053,0.09186978,,
mch_entmass_rbc,"Measurement of the average mass (entmass) of hemoglobin per red blood cell(rbc), known as mean corpuscular hemoglobin (MCH). (pg = picogram) (HARMONIZED)",MEAN CORPUSCULAR HEMOGLOBIN (MCH) (PG),143090,0.9863632,"['1. MEAN CORPUSCULAR HEMOGLOBIN (MCH) (PG) - This existing variable represents the measurement of the average mass of hemoglobin per red blood cell in picograms. It is directly related to the new variable describing mean corpuscular hemoglobin.', '', '2. MEAN CORPUSCULAR HEMOGLOBIN, MCH (PG) - This existing variable is similar to the new variable in that it also describes the mean corpuscular hemoglobin in picograms. It provides additional context and relevance to the new variable.', '', '3. MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL) - This existing variable represents the concentration of hemoglobin in the red blood cells. While related to hemoglobin, it is not directly measuring the average mass of hemoglobin per red blood cell like the new variable.', '', 'SELECTED: MEAN CORPUSCULAR HEMOGLOBIN (MCH) (PG)', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the measurement units are consistent (picograms) and that the method of calculating the mean corpuscular hemoglobin is standardized across all data points. This will help harmonize the new variable with the existing variable in the data repository.']",
mch_entmass_rbc,"Measurement of the average mass (entmass) of hemoglobin per red blood cell(rbc), known as mean corpuscular hemoglobin (MCH). (pg = picogram) (HARMONIZED)","MEAN CORPUSCULAR HEMOGLOBIN, MCH (PG)",143101,0.98538435,,
mch_entmass_rbc,"Measurement of the average mass (entmass) of hemoglobin per red blood cell(rbc), known as mean corpuscular hemoglobin (MCH). (pg = picogram) (HARMONIZED)","MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL)",143100,0.9481545,,
mchc_mcnc_rbc,"Measurement of the mass concentration (mcnc) of hemoglobin in a given volume of packed red blood cells (rbc), known as mean corpuscular hemoglobin concentration (MCHC). (g /dL = grams per deciliter) (HARMONIZED)",MCHC - MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION - NUMERIC VALUE G/DL,142510,0.98926485,"['1. MCHC - MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION - NUMERIC VALUE G/DL', 'This existing variable directly matches the description of the new variable, as both refer to the mean corpuscular hemoglobin concentration in grams per deciliter.', '', '2. CHCM (G/DL) - MEAN OF THE RBC HGB CONCENTRATION', 'While CHCM also relates to hemoglobin concentration, it specifically mentions the mean of the red blood cell hemoglobin concentration, which may not be an exact match for the new variable.', '', '3. MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL)', 'This existing variable is essentially the same as the new variable, as it also describes the mean corpuscular hemoglobin concentration in grams per deciliter.', '', 'SELECTED: MCHC - MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION - NUMERIC VALUE G/DL', 'ALIGNMENT: To align the new variable with the selected existing variable MCHC, ensure that the measurement of the mass concentration of hemoglobin in packed red blood cells is calculated and reported in grams per deciliter (g/dL). This will harmonize the new variable with the existing MCHC variable in the data repository.']",
mchc_mcnc_rbc,"Measurement of the mass concentration (mcnc) of hemoglobin in a given volume of packed red blood cells (rbc), known as mean corpuscular hemoglobin concentration (MCHC). (g /dL = grams per deciliter) (HARMONIZED)",CHCM (G/DL) - MEAN OF THE RBC HGB CONCENTRATION,45928,0.9854964,,
mchc_mcnc_rbc,"Measurement of the mass concentration (mcnc) of hemoglobin in a given volume of packed red blood cells (rbc), known as mean corpuscular hemoglobin concentration (MCHC). (g /dL = grams per deciliter) (HARMONIZED)","MEAN CORPUSCULAR HEMOGLOBIN CONCENTRATION, MCHC (G/DL)",143100,0.98141783,,
